,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,443.0500000000134,0.0,23.622071718585943,466.6720717185963,0.0
1,reduced unoccupied ach,403.83621483376345,0.0,37.07638252467992,440.9125973584451,128.79737180075608
2,reduced unoccupied face velocity,443.0500000000134,0.0,10.82027430926399,453.87027430927617,64.0089870466008
3,sash reduced 20%,443.0500000000134,0.0,6.827958107231375,449.8779581072408,83.97056805677778
4,sash reduced 50%,443.0500000000134,0.0,0.0,443.0500000000134,118.11035859291451
5,"reduced ach, sash reduced 20%",404.32869565217806,0.0,11.829401447141583,416.15809709931875,252.56987309638788
6,"reduced ach, sash reduced 50%",404.821176470593,0.0,0.26488554741346915,405.08606201800694,307.93004850294693
7,"all reduced (ach, face vel, sash 50%)",403.34373401534896,0.0,0.41993028561750395,403.76366430096704,314.54203708814646
