,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,7574.328358208955,0.0,0.0,7574.328358208955,0.0
1,reduced overall ach,5066.567164179104,41.92537313432836,0.0,5108.492537313433,12945.638059701492
2,current operation sash reduced .2,7393.880597014925,0.0,0.0,7393.880597014925,947.3507462686582
3,reduced overall ach sash reduced .2,4955.522388059701,54.582089552238806,0.0,5010.104477611941,13462.175373134327
