,per_hour_hood_data_count,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm,description
0,15.0,5.524096385542169,7863.413654618477,3150.0,0.0,7863.413654618477,3843.1290000426975,3717.6999441365515,170.26420446419945,3780.414472089617,7863.413654618477,7863.413654618477,0.0,0.0,current operation
1,15.0,5.524096385542169,5282.545180722887,3150.0,23.94578313253012,5306.490963855417,3842.040705889202,3717.6999441365515,167.71837012794091,3779.870325012871,5362.336481486732,5341.585630374829,55.84551763131272,35.094666519410886,reduced overall ach
2,15.0,5.524096385542169,7863.413654618477,3150.0,0.0,7863.413654618477,3568.2592630534277,3717.6999441365515,188.2756729073244,3642.9796035949826,7863.413654618477,7863.413654618477,0.0,0.0,current operation sash reduced .2
3,15.0,5.524096385542169,5282.545180722887,3150.0,23.94578313253012,5306.490963855417,3570.8553408982684,3717.6999441365515,188.9520415096257,3644.2776425174025,5316.647533503932,5341.585630374829,10.156569648514054,35.094666519410886,reduced overall ach sash reduced .2
