,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,8159.497991967877,0.0,12.939872922289164,7572.437864890159,0.0
1,reduced overall ach,5430.587349397586,15.963855421686747,179.95642105950603,5026.507625878782,13366.133754809729
2,current operation sash reduced .2,8159.497991967877,0.0,3.6182035312449856,7563.116195499116,48.9387643029786
3,reduced overall ach sash reduced .2,5430.587349397586,15.963855421686747,84.85604581798866,4931.407250637263,13865.410724827705
