,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,307.0,307.0,337,307.0,307.0,307.0
mean,13.199862902347547,250.53384135382694,0.228486646884273,213.37457758239105,26.323427700361947,231.9542094681094
std,6.014361891850154,80.53312537315219,0.42048203697941022,15.905538500225148,49.27750270914331,46.409980248925415
min,7.68,209.76911999999996,False,210.0,0.05078238877981948,209.88455999999996
25%,8.724998999999999,210.65198666666663,False,210.0,0.46102419325929656,210.32599333333332
50%,11.5575,211.88799999999995,0.0,210.0,1.33501760287898,210.94399999999996
75%,14.487708250000003,266.37348571428566,False,210.0,39.86207402769434,238.18674285714283
max,35.16500100000001,611.2968799999999,True,361.7692429722223,250.31318359877935,478.14582815277777
