,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,305.0,305.0,337,305.0,305.0,305.0
mean,24.240439208954164,216.60769354941405,0.22551928783382788,228.38688623112165,11.431517042289311,222.4972898902687
std,5.2848723726651015,23.056757424048868,0.41854529155780212,32.335928139095856,17.966615068109995,24.42253571931131
min,17.469998999999998,207.65024,False,210.0,0.163256813643026,209.88455999999996
25%,22.754998999999998,210.82855999999998,False,210.0,1.33501760287898,210.94399999999996
50%,24.463332666666663,211.88799999999995,0.0,210.0,1.33501760288988,210.94399999999996
75%,24.609999,211.88799999999998,False,239.24522427812505,18.80328439336168,225.5666121390625
max,41.339998,423.77599999999995,True,349.6393560122668,76.02615274144489,371.58926168433334
