,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,306.0,306.0,337,306.0,306.0,306.0
mean,38.37513980103944,268.8912914019554,0.19881305637982197,330.92904248763193,46.545550710037375,299.91016694479396
std,7.348281773616088,78.30877843027402,0.39970050254382405,74.3529198915836,24.44296284397682,73.5534571159337
min,30.913332333333333,207.65023999999997,False,241.88503384500007,0.5766901914898654,225.07033406535714
25%,31.954317914772723,209.76912,False,266.08939499999997,30.32232269646901,239.62854090453465
50%,38.019999999999996,239.6100133333333,0.0,312.4678595404167,43.248394158832156,275.72667
75%,41.21218564583333,340.60996,False,386.7992599055001,53.806357546801976,337.47641612793745
max,55.90499899999999,627.1884799999999,True,586.8627270024998,125.19483853360411,579.7637406506249
