,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean,fumehood
2013-10-24 17:00:00-05:00,38.059998,243.6712,False,316.4942567020001,51.493677220717075,280.082728351,ottomaass-230-7__otto-38-b
2013-10-24 18:00:00-05:00,38.059998,243.6712,False,297.6926176900001,38.19891077790975,270.68190884500007,ottomaass-230-7__otto-38-b
2013-10-24 19:00:00-05:00,38.17499900000001,242.0231822222222,False,317.4505666843334,53.33521504032393,279.7368744532778,ottomaass-230-7__otto-38-b
2013-10-24 20:00:00-05:00,38.183749000000006,241.55231999999998,False,304.94814743033334,44.8276194749211,273.25023371516664,ottomaass-230-7__otto-38-b
2013-10-24 21:00:00-05:00,38.146248750000005,243.6712,False,326.6336126300001,58.663284554269765,285.152406315,ottomaass-230-7__otto-38-b
2013-10-24 22:00:00-05:00,38.08208191666667,243.6711999999999,False,326.0841734251112,58.27477236664305,284.87768671255554,ottomaass-230-7__otto-38-b
2013-10-24 23:00:00-05:00,38.05333166666667,243.6711999999999,False,310.17270641500005,47.02366614516696,276.9219532075,ottomaass-230-7__otto-38-b
2013-10-25 00:00:00-05:00,38.11083166666668,243.6711999999999,False,320.0547643366667,54.01133631365629,281.8629821683333,ottomaass-230-7__otto-38-b
2013-10-25 01:00:00-05:00,38.059998,243.6712,False,310.22704369800005,47.06208840644784,276.949121849,ottomaass-230-7__otto-38-b
2013-10-25 02:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-25 03:00:00-05:00,38.064998333333335,242.78833333333327,False,310.267801415,47.71518947140755,276.52806737416665,ottomaass-230-7__otto-38-b
2013-10-25 04:00:00-05:00,38.059998,241.55231999999998,False,322.76146970600007,57.423540451505964,282.15689485300004,ottomaass-230-7__otto-38-b
2013-10-25 05:00:00-05:00,38.059998,242.61175999999992,False,319.62786320400005,54.45860883611149,281.11981160199997,ottomaass-230-7__otto-38-b
2013-10-25 06:00:00-05:00,38.059998,241.55231999999998,False,313.36065020000007,50.77615723010277,277.4564851,ottomaass-230-7__otto-38-b
2013-10-25 07:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-25 08:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-25 09:00:00-05:00,38.174999,404.70608,False,308.0213419313333,68.36643392559932,356.36371096566666,ottomaass-230-7__otto-38-b
2013-10-25 10:00:00-05:00,38.174999,323.12919999999997,False,320.593641602,1.792910537311686,321.861420801,ottomaass-230-7__otto-38-b
2013-10-25 11:00:00-05:00,38.13666533333334,241.55231999999998,False,298.2922840155556,40.12121331968038,269.9223020077778,ottomaass-230-7__otto-38-b
2013-10-25 12:00:00-05:00,,,True,,,,ottomaass-230-7__otto-38-b
2013-10-25 13:00:00-05:00,40.8329986,265.283776,False,349.6393560122668,59.6484026575985,307.46156600613335,ottomaass-230-7__otto-38-b
2013-10-25 14:00:00-05:00,41.339998,399.40888,False,343.76964336866666,39.3428815220593,371.58926168433334,ottomaass-230-7__otto-38-b
2013-10-25 15:00:00-05:00,38.799997999999995,423.77599999999995,False,316.25878369799995,76.02615274144489,370.017391849,ottomaass-230-7__otto-38-b
2013-10-25 16:00:00-05:00,30.979998916666656,285.87222666666656,False,260.17003090216656,18.174196916462968,273.02112878441653,ottomaass-230-7__otto-38-b
2013-10-25 17:00:00-05:00,17.488748999999995,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-25 18:00:00-05:00,17.507499,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-25 19:00:00-05:00,17.514998999999996,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-25 20:00:00-05:00,17.514999,211.888,False,210.0,1.3350176028735299,210.94400000000002,ottomaass-230-7__otto-38-b
2013-10-25 21:00:00-05:00,17.490453545454546,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-25 22:00:00-05:00,17.469998999999998,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-25 23:00:00-05:00,17.514999,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 00:00:00-05:00,17.494999,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 01:00:00-05:00,17.469998999999998,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 02:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-26 03:00:00-05:00,17.487999,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 04:00:00-05:00,17.469998999999998,211.888,False,210.0,1.3350176028735299,210.94400000000002,ottomaass-230-7__otto-38-b
2013-10-26 05:00:00-05:00,17.514999,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 06:00:00-05:00,17.484999,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 07:00:00-05:00,17.481249,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 08:00:00-05:00,17.488749,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 09:00:00-05:00,17.469998999999998,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 10:00:00-05:00,17.505998999999996,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 11:00:00-05:00,17.489998999999997,211.88799999999995,True,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 12:00:00-05:00,17.514999,211.88799999999995,True,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 13:00:00-05:00,17.514999,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 14:00:00-05:00,17.503749,211.88799999999995,True,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 15:00:00-05:00,17.469998999999998,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 16:00:00-05:00,,,True,,,,ottomaass-230-7__otto-38-b
2013-10-26 17:00:00-05:00,17.478998999999998,211.88799999999998,False,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 18:00:00-05:00,17.514999,211.88799999999995,True,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 19:00:00-05:00,17.469998999999998,211.88799999999998,True,210.0,1.33501760287898,210.944,ottomaass-230-7__otto-38-b
2013-10-26 20:00:00-05:00,17.486874,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 21:00:00-05:00,17.486874,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 22:00:00-05:00,17.492498999999995,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-26 23:00:00-05:00,17.489998999999997,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-27 00:00:00-05:00,17.507499,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-27 01:00:00-05:00,17.514999,211.88799999999995,False,210.0,1.33501760288988,210.94399999999996,ottomaass-230-7__otto-38-b
2013-10-27 02:00:00-05:00,,,True,,,,ottomaass-230-7__otto-38-b
2013-10-27 03:00:00-05:00,,,True,,,,ottomaass-230-7__otto-38-b
2013-10-27 04:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-27 05:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-27 06:00:00-05:00,,,True,,,,ottomaass-230-7__otto-38-b
2013-10-27 07:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-27 08:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
2013-10-27 09:00:00-05:00,,,False,,,,ottomaass-230-7__otto-38-b
