,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,265.10999999999007,0.0,206.13664221866333,441.24664221866294,0.0
1,reduced unoccupied ach,240.9662952488589,0.0,229.9174463464271,440.8837415952959,1.8145031168353398
2,reduced unoccupied face velocity,265.10999999999007,0.0,106.22002310785176,341.33002310784985,499.58309555406544
3,sash reduced 20%,265.10999999999007,0.0,119.67895544322182,354.7889554432203,432.28843387721327
4,sash reduced 50%,265.10999999999007,0.0,14.199331112045586,249.3093311120376,959.6865555331267
5,"reduced ach, sash reduced 20%",240.93233785821013,0.0,142.94319068375995,353.87552854197804,436.8555683834245
6,"reduced ach, sash reduced 50%",240.49089177977882,0.0,28.042846061366458,238.53373784114928,1013.5645218875684
7,"all reduced (ach, face vel, sash 50%)",240.93233785821022,0.0,28.115704586522977,239.04804244473695,1010.9929988696299
