,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1694.0,1697.0,4796,1694.0,1694.0,1697.0
mean,34.858078002435114,263.7495927021557,0.43432026688907421,185.15167667708238,55.60491605908262,224.50048793946098
std,8.917828788919241,43.15444915306178,0.49571908441242202,20.070905358842307,20.208938352722136,30.471111524834118
min,20.48,224.60127999999997,False,175.0,35.07340144353249,199.80064
25%,30.715311500000002,243.6712,0.0,175.0,47.193716448316906,209.3356
50%,35.469997,245.79008,0.0,175.0,48.55787119221756,214.4989020933333
75%,40.074998666666666,262.74111999999997,1.0,185.59852272499998,60.544066524382046,222.13262
max,71.860001,621.5381333333333,True,338.7001380466666,259.57829123817953,462.41450846629635
