,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,337.0,337.0,337.0,337.0,337.0,301.0,305.0,301.0,305.0,337.0,337.0,337.0,337.0
mean,2.6765578635014835,3758.288822947578,2520.0,29.080118694362017,3787.3689416419397,3521.0152864358565,3334.447318238269,352.9533366380189,3430.5915392361603,3994.8417438485662,3996.161352475924,207.47280220662637,208.7924108339862
std,2.749320699174563,740.8151922964948,0.0,56.87849509918291,686.7620628743488,767.5205821492635,818.4040795655727,231.23545953012265,783.1372360776957,680.9568064737648,710.6908083293994,401.3804902898776,408.6569652260561
min,0.0,2380.0,2520.0,0.0,2520.0,2659.872163300476,2592.4496799999993,44.244813084808996,2632.593235935952,2520.0,2520.0,0.0,0.0
25%,1.0,3930.0,2520.0,0.0,3930.0,3117.560690132824,2996.9791866666665,173.67535605483957,3086.857179086111,3930.0,3930.0,0.0,0.0
50%,1.0,3930.0,2520.0,0.0,3930.0,3303.8132730074076,3091.4459199999997,281.63638333657957,3227.343343857014,3930.0,3930.0,0.0,0.0
75%,5.0,4446.666666666666,2520.0,0.0,4446.666666666666,3670.0147945316667,3302.980773333333,496.9103662826402,3482.607535824694,4446.666666666666,4446.666666666666,227.97480085333336,257.77665333333334
max,11.0,4446.666666666666,2520.0,140.0,4446.666666666666,6313.938965809931,6132.038719999999,989.5934911527667,6149.833369718369,6313.938965809931,6132.038719999999,1867.2722991432647,2202.0387199999986
