,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1680.0,1686.0,4796,1680.0,1680.0,1686.0
mean,36.12773611412022,235.14570674443146,0.43744787322768974,268.23455049084026,28.765775607262977,251.59489485045208
std,6.324997208675508,48.26712843271764,0.49612352601898585,47.26782784595046,16.14980130820626,44.84904498550159
min,22.754998999999998,203.41248,False,175.0,0.11087434329970673,191.32512
25%,32.934998,207.65024000000003,0.0,239.60271230933336,19.610842900886432,224.21810801333334
50%,36.664998374999996,214.00688,0.0,268.02160000000003,30.98236706376646,241.2887839226667
75%,38.599998,243.6712,1.0,290.450051248,38.59474483642372,264.679858976
max,54.514998999999996,629.30736,True,419.133851136,151.46484784699686,524.220605568
