,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1680.0,1686.0,4796,1680.0,1680.0,1686.0
mean,36.12773611412022,235.14570674443146,0.43557130942452044,335.72442966094263,72.14539665454872,285.21974568253154
std,6.324997208675508,48.26712843271764,0.49588326828898238,59.536619360020765,24.46230236794616,50.72376608430617
min,22.754998999999998,203.41248,False,201.76099113333333,0.5026238885729737,204.70561556666667
25%,32.934998,207.65024000000003,0.0,301.4512620933334,60.27988483126768,254.47663425666667
50%,36.664998374999996,214.00688,0.0,335.0821153011111,79.81911538917909,275.76700418666667
75%,38.599998,243.6712,1.0,362.96999641,89.86115879989259,301.33343104
max,54.514998999999996,629.30736,True,524.3541333333334,106.95320991420124,569.05583724
