,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1680.0,1686.0,4796,1680.0,1680.0,1686.0
mean,36.12773611412022,235.14570674443146,0.44453711426188491,335.2171323896082,71.81504858725759,284.96699971104846
std,6.324997208675508,48.26712843271764,0.49696616023623802,59.602552797072526,24.60772350661477,50.70982512209685
min,22.754998999999998,203.41248,False,202.15999113333334,0.5592160013126021,204.90511556666667
25%,32.934998,207.65024000000003,0.0,301.2454483733333,59.802086815952634,254.04878539166668
50%,36.664998374999996,214.00688,0.0,334.02879104,79.84969688065291,274.7075641866667
75%,38.599998,243.6712,1.0,363.18168586,89.29619382810303,300.635626645
max,54.514998999999996,629.30736,True,524.3541333333334,106.95320991420124,574.09350372
