,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,334.0,334.0,334.0,334.0,334.0,200.0,205.0,200.0,205.0,334.0,334.0,334.0,334.0
mean,5.302395209580839,7839.301397205582,3150.0,0.0,7839.301397205582,3840.783079565356,3737.8609696865797,181.71890628996036,3786.040229291958,7839.9158201578775,7843.29361437125,0.6144229522954088,3.992217165668659
std,6.250155093290661,1913.8525219533055,0.0,0.0,1913.8525219533055,1086.5129320471387,945.5380195847653,234.87790894189675,999.7909633138084,1912.59618687657,1906.8560390946773,11.228989201111276,72.96043104234701
min,0.0,3836.6666666666665,3150.0,0.0,3836.6666666666665,3150.0,3110.5158399999996,13.68591032898725,3130.2579199999996,3836.6666666666665,3836.6666666666665,0.0,0.0
25%,1.0,8751.666666666668,3150.0,0.0,8751.666666666668,3150.0,3127.4668799999995,19.0222095864825,3139.7928799999995,8751.666666666668,8751.666666666668,0.0,0.0
50%,2.0,8751.666666666668,3150.0,0.0,8751.666666666668,3303.887333166667,3318.166079999999,64.5707993685605,3311.590899833333,8751.666666666668,8751.666666666668,0.0,0.0
75%,15.0,8751.666666666668,3150.0,0.0,8751.666666666668,3962.5804239122026,3807.6273599999995,315.2902019688002,3870.7427917333334,8751.666666666668,8751.666666666668,0.0,0.0
max,15.0,8751.666666666668,3150.0,0.0,8751.666666666668,7328.634628020138,6862.378130909091,1242.3611837600024,7095.506379464613,8751.666666666668,8751.666666666668,205.21726606666653,1333.400533333332
