,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,334.0,334.0,334.0,334.0,334.0,200.0,205.0,200.0,205.0,334.0,334.0,334.0,334.0
mean,5.461077844311378,5386.706586826354,3150.0,17.45508982035928,5404.161676646713,3845.50416863946,3737.8609696865797,180.783006293084,3788.3775894518444,5437.22540009003,5430.007191401153,33.06372344331672,25.845514754439115
std,6.148071308690628,991.7754409450393,0.0,44.87927838847887,950.0920327415665,1087.5119057069323,945.5380195847653,229.393487309819,1000.0967338115368,944.852591181048,920.8428620157631,140.965715652808,137.6756839702773
min,0.0,3017.5,3150.0,0.0,3150.0,3150.0,3110.5158399999996,13.68591032898725,3130.2579199999996,3150.0,3150.0,0.0,0.0
25%,1.0,5475.0,3150.0,0.0,5475.0,3150.0,3127.4668799999995,21.308277513374744,3139.7928799999995,5475.0,5475.0,0.0,0.0
50%,2.0,5475.0,3150.0,0.0,5475.0,3303.957833233333,3318.166079999999,62.290666865841,3317.385903266666,5475.0,5475.0,0.0,0.0
75%,15.0,6294.166666666667,3150.0,0.0,6294.166666666667,3919.4641537938887,3807.6273599999995,301.67494324646634,3858.9069502652383,6294.166666666667,6294.166666666667,0.0,0.0
max,15.0,6294.166666666667,3150.0,132.5,6294.166666666667,7380.613410492859,6862.378130909091,1318.6664839507523,7072.517859053157,7380.613410492859,6862.378130909091,1086.4467438261918,1855.3797744761896
