,per_hour_hood_data_count,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,1682.0,1682,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0,1682.0
mean,1.0,0.5356718192627824,700.56000000003,175.0,0.0,700.56000000003,248.75581256637733,236.96842062821815,33.62620544815114,242.86211659729892,700.5803957137517,700.56000000003,0.020395713721759863,0.0
std,0.0,0.49887421794744896,0.00024363177097797714,0.0,0.0,0.00024363177097797714,89.36195275720559,54.43829027634573,25.73758921593102,67.91458179500175,0.5922107604863277,0.00024363177097797714,0.5922108105118495,0.0
min,1.0,False,700.5600000000001,175.0,0.0,700.5600000000001,175.0,205.53135999999998,0.22117626950753072,190.26567999999997,700.5600000000001,700.5600000000001,0.0,0.0
25%,1.0,0.0,700.5600000000001,175.0,0.0,700.5600000000001,178.21112390666664,214.00688,17.292647536177807,200.61023528666666,700.5600000000001,700.5600000000001,0.0,0.0
50%,1.0,1.0,700.5600000000001,175.0,0.0,700.5600000000001,208.53979066666665,216.12575999999999,26.083754944409336,212.31645195333334,700.5600000000001,700.5600000000001,0.0,0.0
75%,1.0,1.0,700.5600000000001,175.0,0.0,700.5600000000001,284.68509062000004,235.19567999999995,41.066499109614874,259.49343043833335,700.5600000000001,700.5600000000001,0.0,0.0
max,1.0,True,700.5600000000001,175.0,0.0,700.5600000000001,718.66478096,625.0695999999999,117.80839946155612,671.86719048,718.66478096,700.5600000000001,18.10478095999997,0.0
