,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,450.2399999999925,0.0,0.0,450.2399999999925,0.0
1,reduced unoccupied ach,446.66498915400587,0.0,0.0,446.66498915400587,17.8750542299332
2,reduced unoccupied face velocity,450.2399999999925,0.0,0.0,450.2399999999925,0.0
3,sash reduced 20%,450.2399999999925,0.0,0.0,450.2399999999925,0.0
4,sash reduced 50%,450.2399999999925,0.0,0.0,450.2399999999925,0.0
5,"reduced ach, sash reduced 20%",447.3932321041144,0.0,0.0,447.3932321041144,14.23383947939044
6,"reduced ach, sash reduced 50%",446.4001735357849,0.0,0.0,446.4001735357849,19.19913232103795
7,"all reduced (ach, face vel, sash 50%)",447.7904555314461,0.0,0.0,447.7904555314461,12.24772234273189
