,ottomaass-230-1__mcgill-standard__otto-mass-119-230;,ottomaass-230-9__mcgill-standard__otto-mass-119-230;,ottomaass-230-16__mcgill-standard__otto-mass-119-230;,ottomaass-230-2__mcgill-standard__otto-mass-119-230;,ottomaass-230-18__mcgill-standard__otto-mass-119-230;,ottomaass-230-3__mcgill-standard__otto-mass-119-230;,ottomaass-230-12__mcgill-standard__otto-mass-119-230;,ottomaass-230-15__mcgill-standard__otto-mass-119-230;,ottomaass-230-4__mcgill-standard__otto-mass-119-230;,ottomaass-230-17__mcgill-standard__otto-mass-119-230;,ottomaass-230-5__mcgill-standard__otto-mass-119-230;,ottomaass-230-11__mcgill-standard__otto-mass-119-230;,ottomaass-230-14__mcgill-standard__otto-mass-119-230;,ottomaass-230-6__mcgill-standard__otto-mass-119-230;,ottomaass-230-7__mcgill-standard__otto-mass-119-230;,ottomaass-230-10__mcgill-standard__otto-mass-119-230;,ottomaass-230-13__mcgill-standard__otto-mass-119-230;,ottomaass-230-8__mcgill-standard__otto-mass-119-230;,ottomaass-230-19__mcgill-standard__otto-mass-119-230;
2013-10-25 09:00:00-05:00,320.39582685185195,200.0,200.5694347222222,238.4375,,200.0,311.27313194444446,314.5625,272.9675925925926,356.5138694444445,272.9027777777777,209.99999999999997,333.2777680555555,459.92590648148155,370.4004467592593,200.0,267.2638888888889,369.6388888888889,200.0
2013-10-25 10:00:00-05:00,320.2013694444444,200.0,281.02082361111104,238.4375,,209.00346898148152,495.5983504629629,314.5625,272.22222222222223,356.5138694444445,272.9027777777777,266.77777615740735,333.2777680555555,458.99420972222237,371.14582361111115,200.0,287.6319412037038,369.6388888888889,200.0
2013-10-25 11:00:00-05:00,320.2013694444444,200.0,331.1267263888889,238.4375,,401.1388694444444,297.69443472222224,314.5625,273.3402777777778,356.5138694444445,272.6840204861112,550.6666569444444,333.2777680555555,458.90103680555563,370.86630729166677,200.0,389.90972222222223,369.6388888888889,220.0138815972222
2013-10-25 12:00:00-05:00,320.2013694444444,200.0,213.74304583333324,238.4375,,401.1388694444444,297.69443472222224,314.5625,273.3402777777778,356.5138694444445,272.6111013888889,550.6666569444444,333.2777680555555,459.18055555555566,371.14582361111115,200.0,389.90972222222223,369.6388888888889,220.11110138888884
2013-10-25 13:00:00-05:00,320.2013694444444,200.0,233.5034649305555,238.4375,,328.52602627314803,286.8987211805555,314.5625,273.3402777777778,356.5138694444445,272.7326332175926,495.07984976851844,333.2777680555555,459.64639988425927,381.9131831018519,200.0,389.90972222222223,369.6388888888889,220.41492488425925
2013-10-25 14:00:00-05:00,320.2013694444444,200.0,240.93287037037038,238.4375,,362.29860787037046,373.51967592592587,376.2824009259259,273.3402777777778,356.5138694444445,272.97569444444446,401.03355671296305,333.33448101851843,460.2985819444445,401.91664722222225,200.0,389.6180425925926,369.6388888888889,200.0
2013-10-25 15:00:00-05:00,320.2013694444444,200.0,230.5625,238.4375,,429.8275430555557,350.4131928240741,499.58447291666664,273.1539351851852,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,329.45368425925926,200.0,355.7766033564815,369.6024289351851,200.0
2013-10-25 16:00:00-05:00,320.2013694444444,200.0,230.53414351851845,238.380787037037,,428.8229004629631,279.98379224537035,498.89582361111115,272.28703541666664,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,301.1944339120369,200.0,200.0,369.6388888888889,200.0
2013-10-25 17:00:00-05:00,320.49305555555566,200.0,230.31944120370366,238.4375,,428.749987037037,264.85763888888886,436.44675925925935,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.05091053240744,460.2985819444445,200.0,200.0,200.0,369.49304907407395,200.0
2013-10-25 18:00:00-05:00,320.49305555555566,200.0,229.89408831018514,238.4375,,428.85935717592605,264.5578703703704,444.4675917824075,272.22222222222223,356.44905949074075,272.9027777777777,390.5902680555556,333.0185023148148,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-25 19:00:00-05:00,320.49305555555566,200.0,229.60242893518515,238.4375,,428.78644375,263.6180555555556,280.8506847222223,272.22222222222223,356.44905949074075,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-25 20:00:00-05:00,320.4444412037038,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6180555555556,280.77776805555555,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.21295162037035,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-25 21:00:00-05:00,320.2013694444444,200.0,229.44444444444446,238.4375,,428.74998703703704,263.6180555555556,280.77776805555555,272.28703541666675,356.5138694444445,272.9027777777777,390.5902680555556,333.24535983796284,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-25 22:00:00-05:00,320.2013694444444,200.0,229.44444444444446,238.4375,,428.4583333333333,263.6180555555556,280.77776805555555,272.6111013888889,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-25 23:00:00-05:00,320.2013694444444,200.0,229.44444444444446,238.4375,,428.4583333333333,263.6180555555556,280.77776805555555,272.5786947916667,356.5138694444445,272.9027777777777,390.5902680555556,333.24535983796284,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 00:00:00-05:00,320.2013694444444,200.0,229.44444444444446,238.4375,,428.6041601851852,263.715274537037,280.5509162037037,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.2129516203703,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 01:00:00-05:00,320.49305555555566,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6180555555556,279.91492083333327,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.8981351851851,200.0
2013-10-26 02:00:00-05:00,320.49305555555566,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6180555555556,280.0972125,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 03:00:00-05:00,320.420134027778,200.0,229.4768510416667,238.4375,,428.89581388888894,263.6180555555556,279.98783749999996,272.22222222222223,356.41665451388894,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.52950902777775,200.0
2013-10-26 04:00:00-05:00,320.49305555555566,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6180555555556,280.0607541666667,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 05:00:00-05:00,320.2985981481482,200.0,229.54166423611116,238.4375,,428.749987037037,263.5086805555556,279.84200416666664,272.22222222222223,356.5138694444445,272.8055523148148,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 06:00:00-05:00,320.37151967592604,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6666650462963,279.91492083333327,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.18054340277774,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 07:00:00-05:00,320.34721250000007,200.0,229.50925763888893,238.4375,,428.89581388888894,263.6180555555556,279.8784625,272.1493055555555,356.5138694444445,272.97569444444446,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.56596898148143,200.0
2013-10-26 08:00:00-05:00,320.2013694444444,200.0,229.38772986111113,238.4375,,428.78644375,263.6180555555556,279.91492083333344,272.28703541666664,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 09:00:00-05:00,320.2013694444444,200.0,229.44444444444446,238.4375,,428.89581388888894,263.6180555555556,280.0972125,272.22222222222223,356.5138694444445,272.9027777777777,390.5902680555556,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
2013-10-26 10:00:00-05:00,320.49305555555566,200.0,229.44444444444446,238.4375,,428.82290046296293,263.6180555555556,280.0242958333333,272.22222222222223,356.5138694444445,272.9027777777777,390.2013694444444,333.2777680555555,460.2985819444445,200.0,200.0,200.0,369.6388888888889,200.0
