,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1686.0,1694.0,4796,1686.0,1686.0,1694.0
mean,31.055840553277832,230.3183454670069,0.43536280233527941,288.44719291113034,46.59480908918295,259.19073454228896
std,5.547365107801717,61.950055313158835,0.49585612732318762,51.96951667813302,22.94882174980581,52.62576693631634
min,19.09,199.17471999999998,False,175.0,0.05377713643024583,191.32512
25%,27.943749625,207.65024,0.0,255.39331462166663,30.95919727512555,230.81901333333332
50%,30.039998999999998,207.65024,0.0,279.17119038666664,46.07726517909189,243.70647514666666
75%,34.115520833333335,220.36352,1.0,318.0217268355555,65.88283647932235,269.0905076684722
max,53.555,608.11856,True,508.74879048,109.97162875859665,558.43367524
