,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,1015.8800000000042,0.0,0.07809935849197978,955.9580993584962,0.0
1,reduced unoccupied ach,933.126280295055,0.0,1.0687811641634466,874.1950614592181,408.8151894963903
2,reduced unoccupied face velocity,1015.8800000000042,0.0,0.0,955.8800000000042,0.3904967924597713
3,sash reduced 20%,1015.8800000000042,0.0,0.0,955.8800000000042,0.3904967924597713
4,sash reduced 50%,1015.8800000000042,0.0,0.0,955.8800000000042,0.3904967924597713
5,"reduced ach, sash reduced 20%",934.4274394099125,0.0,0.0,874.4274394099123,407.65329974291944
6,"reduced ach, sash reduced 50%",937.2899894625999,0.0,0.0,877.2899894625992,393.3405494794846
7,"all reduced (ach, face vel, sash 50%)",938.0706849315146,0.0,0.0,878.0706849315144,389.4370721349088
