description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,254.25,0.0,35.00038865840323,259.25038865840344,0.0,1296.2519432920171,0.0
reduced unoccupied ach,235.679138321996,10.817460317460391,42.428948764922474,258.92554740437834,0.32484125402510244,1294.6277370218918,1.6242062701255122
reduced unoccupied face velocity,254.25,0.0,26.722161261984677,250.97216126198467,8.27822739641877,1254.8608063099234,41.39113698209385
sash reduced 20%,254.25,0.0,23.718959829515125,247.96895982951511,11.281428828888323,1239.8447991475755,56.40714414444162
sash reduced 50%,254.25,0.0,10.339864420571695,234.5898644205716,24.660524237831826,1172.9493221028579,123.30262118915913
"reduced ach, sash reduced 20%",235.48157596371948,10.932539682539756,31.56634821874726,247.98046386500585,11.269924793397621,1239.902319325029,56.349623966988105
"reduced ach, sash reduced 50%",235.6791383219962,10.817460317460391,17.876595371726893,234.37319401118268,24.87719464722076,1171.8659700559133,124.38597323610381
"all reduced (ach, face vel, sash 50%)",236.2718253968261,10.472222222222287,17.754197116439755,234.49824473548733,24.752143922916105,1172.4912236774367,123.76071961458052
