description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,617.6999999999792,0.0,0.0,617.6999999999792,0.0,123.53999999999584,0.0
reduced unoccupied ach,548.7518867924446,0.0,0.036373616566777685,548.7882604090113,68.91173959096795,109.75765208180226,344.5586979548398
reduced unoccupied face velocity,617.6999999999792,0.0,0.01211266327783947,617.7121126632571,0.0,123.54242253265143,0.0
sash reduced 20%,617.6999999999792,0.0,0.0,617.6999999999792,0.0,123.53999999999584,0.0
sash reduced 50%,617.6999999999792,0.0,0.0,617.6999999999792,0.0,123.53999999999584,0.0
"reduced ach, sash reduced 20%",547.6761006289223,0.0,0.0,547.6761006289223,70.02389937105681,109.53522012578446,350.11949685528407
"reduced ach, sash reduced 50%",546.991509433954,0.0,0.0,546.991509433954,70.70849056602528,109.39830188679079,353.54245283012636
"all reduced (ach, face vel, sash 50%)",547.8716981131996,0.0,0.0,547.8716981131996,69.82830188677963,109.57433962263993,349.14150943389814
