description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,637.0799999999879,0.0,862.4835523756532,1376.5635523756546,0.0,6882.817761878273,0.0
reduced unoccupied ach,582.4583460949331,0.0,916.0831973407152,1375.541543435659,1.0220089399958852,6877.707717178295,5.110044699979426
reduced unoccupied face velocity,637.0799999999879,0.0,521.3821786815333,1035.4621786815333,341.1013736941215,5177.310893407666,1705.5068684706075
sash reduced 20%,637.0799999999879,0.0,587.844087511578,1101.9240875115804,274.6394648640744,5509.620437557902,1373.197324320372
sash reduced 50%,637.0799999999879,0.0,175.29445521959178,689.3744552195913,687.1890971560633,3446.8722760979563,3435.9454857803166
"reduced ach, sash reduced 20%",581.5214395099413,0.0,643.4506687042467,1101.9721082142,274.59144416145483,5509.860541071001,1372.957220807274
"reduced ach, sash reduced 50%",582.7394180704309,0.0,229.47751784145825,689.2169359119009,687.3466164637538,3446.0846795595044,3436.733082318769
"all reduced (ach, face vel, sash 50%)",582.645727411932,0.0,229.30418690188824,688.9499143138331,687.6136380618218,3444.7495715691657,3438.068190309109
