description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,450.2399999999925,0.0,0.0,450.2399999999925,0.0,2251.1999999999625,0.0
reduced unoccupied ach,446.6649891540058,0.0,0.0,446.6649891540058,3.5750108459866397,2233.324945770029,17.8750542299332
reduced unoccupied face velocity,450.2399999999925,0.0,0.0,450.2399999999925,0.0,2251.1999999999625,0.0
sash reduced 20%,450.2399999999925,0.0,0.0,450.2399999999925,0.0,2251.1999999999625,0.0
sash reduced 50%,450.2399999999925,0.0,0.0,450.2399999999925,0.0,2251.1999999999625,0.0
"reduced ach, sash reduced 20%",447.39323210411436,0.0,0.0,447.39323210411436,2.846767895878088,2236.966160520572,14.23383947939044
"reduced ach, sash reduced 50%",446.4001735357849,0.0,0.0,446.4001735357849,3.839826464207589,2232.000867678925,19.199132321037947
"all reduced (ach, face vel, sash 50%)",447.7904555314461,0.0,0.0,447.7904555314461,2.449544468546378,2238.9522776572308,12.24772234273189
