description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,587.400000000015,0.0,9.480660844761204,566.8806608447759,0.0,2834.4033042238793,0.0
reduced unoccupied ach,543.0892370572258,0.0,10.53322306177244,523.6224601189981,43.258200725777776,2618.1123005949903,216.2910036288889
reduced unoccupied face velocity,587.400000000015,0.0,6.365595186014987,563.7655951860297,3.1150656587462895,2818.8279759301486,15.575328293731447
sash reduced 20%,587.400000000015,0.0,2.7417106976064223,560.1417106976207,6.738950147155153,2800.7085534881035,33.69475073577576
sash reduced 50%,587.400000000015,0.0,0.0,557.4000000000145,9.48066084476136,2787.0000000000728,47.4033042238068
"reduced ach, sash reduced 20%",542.2566757493238,0.0,3.5928666499782067,515.8495423993019,51.03111844547402,2579.247711996509,255.1555922273701
"reduced ach, sash reduced 50%",545.0318801089971,0.0,0.0,515.0318801089969,51.84878073577886,2575.1594005449847,259.2439036788943
"all reduced (ach, face vel, sash 50%)",544.6618528610402,0.0,0.0,514.6618528610401,52.218807983735815,2573.3092643052005,261.0940399186791
