description,base lab cfm,equipment inc cfm,sash driven cfm,lab total cfm,savings cfm,lab total cad,savings cad
current operation,866.6099999999888,0.0,573.2591763436216,1439.8691763436234,0.0,7199.345881718117,0.0
reduced unoccupied ach,802.2740157154575,2.7635153019024035,634.56720448909,1439.6047355064584,0.2644408371652389,7198.023677532292,1.3222041858261946
reduced unoccupied face velocity,866.6099999999888,0.0,272.850913430383,1139.46091343038,300.4082629132435,5697.3045671519,1502.0413145662176
sash reduced 20%,866.6099999999888,0.0,305.054454293542,1171.6644542935417,268.20472205008224,5858.322271467709,1341.0236102504111
sash reduced 50%,866.6099999999888,0.0,23.57833589671689,890.1883358967068,549.6808404469167,4450.941679483534,2748.4042022345834
"reduced ach, sash reduced 20%",803.4187841190975,2.714342431761791,364.7784149865009,1170.911541537368,268.95763480625556,5854.55770768684,1344.7881740312778
"reduced ach, sash reduced 50%",805.7083209263767,2.6159966914805657,54.97078002213593,863.2950976399968,576.5740787036269,4316.475488199984,2882.8703935181347
"all reduced (ach, face vel, sash 50%)",799.9844789081798,2.8618610421836284,59.52697412630625,862.3733140766717,577.4958622669518,4311.8665703833585,2887.479311334759
