,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,5269.960435212684,0.0,168.2514500867004,5438.211885299376,0.0
1,reduced overall ach,3813.4817012858566,24.094955489614243,348.9634593114375,4186.540116086905,6571.276788365474
2,current operation sash reduced .2,5371.147378832863,0.0,52.11523840453233,5423.26261723739,78.48365732542652
3,reduced overall ach sash reduced .2,3758.288822947578,29.080118694362017,207.47280220662637,3994.8417438485662,7577.693242616752
