,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,335.0,335.0,335.0,335.0,335.0,40.0,40.0,40.0,40.0,335.0,335.0,335.0,335.0
mean,3.334328358208955,5066.567164179104,3150.0,41.92537313432836,5108.492537313433,3306.9907902935256,3733.3761349614715,377.5499030650566,3520.183462627499,5108.492537313433,5113.5996074931845,0.0,5.107070179750589
std,3.285130364022795,1005.771968296986,0.0,96.85292161898272,915.1415317576495,259.5902053063266,405.984724097441,204.89119369037348,314.29127900962396,915.1415317576495,905.3151520548626,0.0,46.64453052841896
min,0.0,2885.0,3150.0,0.0,3150.0,3150.0,3149.008826666666,21.59990599234414,3149.5044133333326,3150.0,3150.0,0.0,0.0
25%,1.0,5210.0,3150.0,0.0,5210.0,3150.0,3545.6984773333324,306.6083055827053,3354.338021107682,5210.0,5210.0,0.0,0.0
50%,2.0,5210.0,3150.0,0.0,5210.0,3209.874591097222,3608.0994933333322,349.87224998802697,3381.036196666666,5210.0,5210.0,0.0,0.0
75%,6.0,5985.0,3150.0,0.0,5985.0,3327.6846458518144,3797.094760666666,412.5692663751163,3574.9335531705856,5985.0,5985.0,0.0,0.0
max,12.0,5985.0,3150.0,265.0,5985.0,4418.363567218077,5183.07262860606,920.172233101504,4542.739642275706,5985.0,5985.0,0.0,459.1681059740249
