SIMULATION RESULTS
Description,Day Unoccupied ACH,Day Occupied ACH,Night Unoccupied ACH,Night Occupied ACH,Fumehood Occupation Rate,Use Reduction Factor,Minimum Evac,Excess Fumehood Evac,Savings
Current Operating Settings,4,10,4,10,0.3,0,3347783.0,3687641.84303
Reduced ACH At Night,4,10,3,6,0.3,0,3269882.0,3690884.37427
Reduced All ACH,4,8,3,5,0.3,0,2854632.0,3366899.24457
Current Operation Without Occupation Sensors,4,10,3,6,1,0,3265352.0,3862601.53626
Current Operation Without Occupation Sensors And Reduced,4,8,3,6,0.3,0.25,2859162.0,3256680.74391
Current Operation Without Occupation Sensors And Reduced,4,8,3,6,0.3,0.5,2868222.0,3243807.20476
Current Operation Without Occupation Sensors And Reduced,4,8,3,6,0.3,0.75,2860672.0,3240072.0
