,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,211.0200000000005,488.98,735.47504016847,905.475040168469,0.0
1,reduced unoccupied ach,203.19464071856407,496.80535928143746,736.8250472882427,906.8250472882436,0.0
2,reduced unoccupied face velocity,211.0200000000005,488.98,673.295654411026,843.2956544110257,310.8969287872168
3,sash reduced 20%,211.0200000000005,488.98,668.7013171226688,838.7013171226682,333.86861522900404
4,sash reduced 50%,211.0200000000005,488.98,578.146685594061,748.146685594061,786.6417728720404
5,"reduced ach, sash reduced 20%",201.94881237525078,498.0511876247518,669.057197106954,839.0571971069537,332.08921530757664
6,"reduced ach, sash reduced 50%",202.33813373253608,497.66186626746554,577.6045956200761,747.6045956200762,789.352222741964
7,"all reduced (ach, face vel, sash 50%)",202.29920159680762,497.7007984031946,578.0345066662813,748.0345066662817,787.2026675109367
