,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,592.5,0.0,414.46333230642637,406.96333230642625,0.0
1,reduced unoccupied ach,537.3627103631533,0.0,469.84480981912196,407.20752018227483,0.0
2,reduced unoccupied face velocity,592.5,0.0,407.0655382007842,399.5655382007842,36.988970528210245
3,sash reduced 20%,592.5,0.0,393.1238021854742,385.6238021854742,106.69765060476038
4,sash reduced 50%,592.5,0.0,366.2024244863843,358.7024244863843,241.30453910020975
5,"reduced ach, sash reduced 20%",536.1496899911426,0.0,449.40366265448836,385.553352645631,107.04989830397636
6,"reduced ach, sash reduced 50%",538.3551815766165,0.0,420.21718978719247,358.57237136380905,241.954804713086
7,"all reduced (ach, face vel, sash 50%)",538.3551815766165,0.0,420.37542929165056,358.7306108682671,241.1636071907958
