,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean,fumehood
2013-10-24 21:00:00-05:00,38.555,252.14672,False,249.32233333333335,1.997142964689959,250.73452666666668,ottomaass-001-3__otto-36
2013-10-24 22:00:00-05:00,38.555,252.14672,False,257.03333333333336,3.455357425035495,254.5900266666667,ottomaass-001-3__otto-36
2013-10-24 23:00:00-05:00,38.555,252.14672,False,267.3146666666667,10.725357944675718,259.73069333333336,ottomaass-001-3__otto-36
2013-10-25 00:00:00-05:00,38.555,252.14672,False,246.752,3.814643094601331,249.44936,ottomaass-001-3__otto-36
2013-10-25 01:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 02:00:00-05:00,38.555,252.14672,False,259.6036666666667,5.272857554945609,255.87519333333336,ottomaass-001-3__otto-36
2013-10-25 03:00:00-05:00,38.555,252.14672,False,262.17400000000004,7.090357684854296,257.16036,ottomaass-001-3__otto-36
2013-10-25 04:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 05:00:00-05:00,38.555,252.14672,False,267.3146666666667,10.725357944675718,259.73069333333336,ottomaass-001-3__otto-36
2013-10-25 06:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 07:00:00-05:00,38.555,252.14672,False,257.03333333333336,3.455357425035495,254.5900266666667,ottomaass-001-3__otto-36
2013-10-25 08:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 09:00:00-05:00,38.555,252.14672,False,249.32233333333335,1.997142964689959,250.73452666666668,ottomaass-001-3__otto-36
2013-10-25 10:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-25 11:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-25 12:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-25 13:00:00-05:00,38.669998,254.26559999999998,True,402.16797919999993,104.58277528594398,328.21678959999997,ottomaass-001-3__otto-36
2013-10-25 14:00:00-05:00,27.496666333333334,236.25511999999998,True,303.83816298333335,47.788427986737055,270.04664149166666,ottomaass-001-3__otto-36
2013-10-25 15:00:00-05:00,16.4,205.53135999999998,True,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-25 16:00:00-05:00,16.4,205.53135999999998,True,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-25 17:00:00-05:00,16.4,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-25 18:00:00-05:00,16.4,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-25 19:00:00-05:00,16.4,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-25 20:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 21:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-25 22:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-25 23:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 00:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 01:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 02:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 03:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 04:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 05:00:00-05:00,16.279999,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-26 06:00:00-05:00,16.279999,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-26 07:00:00-05:00,16.279999,205.53135999999998,False,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-26 08:00:00-05:00,16.279999,205.53135999999998,True,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-26 09:00:00-05:00,,,False,,,,ottomaass-001-3__otto-36
2013-10-26 10:00:00-05:00,16.279999,205.53135999999998,True,210.0,3.1598056466815234,207.76567999999997,ottomaass-001-3__otto-36
2013-10-26 11:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-26 12:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
2013-10-26 13:00:00-05:00,,,True,,,,ottomaass-001-3__otto-36
