,minimum_evac,hood_unadjusted_sum,hood_adjusted_sum
2013-10-24 17:30:00-05:00,3017,3000.0,3017.0
2013-10-24 18:00:00-05:00,3017,3000.0,3017.0
2013-10-24 18:30:00-05:00,3017,3000.0,3017.0
2013-10-24 19:00:00-05:00,3017,3000.0,3017.0
2013-10-24 19:30:00-05:00,3017,3000.0,3017.0
2013-10-24 20:00:00-05:00,3017,3000.0,3017.0
2013-10-24 20:30:00-05:00,3017,3000.0,3017.0
2013-10-24 21:00:00-05:00,3017,3000.0,3017.0
2013-10-24 21:30:00-05:00,3017,3000.0,3017.0
2013-10-24 22:00:00-05:00,3017,3000.0,3017.0
2013-10-24 22:30:00-05:00,3017,3000.0,3017.0
2013-10-24 23:00:00-05:00,3017,3000.0,3017.0
2013-10-24 23:30:00-05:00,3017,3000.0,3017.0
2013-10-25 00:00:00-05:00,3017,3000.0,3017.0
2013-10-25 00:30:00-05:00,3017,3000.0,3017.0
2013-10-25 01:00:00-05:00,3017,3000.0,3017.0
2013-10-25 01:30:00-05:00,3017,3000.0,3017.0
2013-10-25 02:00:00-05:00,3017,3000.0,3017.0
2013-10-25 02:30:00-05:00,3017,3000.0,3017.0
2013-10-25 03:00:00-05:00,3017,3000.0,3017.0
2013-10-25 03:30:00-05:00,3017,3000.0,3017.0
2013-10-25 04:00:00-05:00,3017,3000.0,3017.0
2013-10-25 04:30:00-05:00,3017,3000.0,3017.0
2013-10-25 05:00:00-05:00,3017,3000.0,3017.0
2013-10-25 05:30:00-05:00,3017,3000.0,3017.0
2013-10-25 06:00:00-05:00,3017,3000.0,3017.0
2013-10-25 06:30:00-05:00,3017,3000.0,3017.0
2013-10-25 07:00:00-05:00,3017,3000.0,3017.0
2013-10-25 07:30:00-05:00,3017,3000.0,3017.0
2013-10-25 08:00:00-05:00,3017,3000.0,3017.0
2013-10-25 08:30:00-05:00,3017,3000.0,3017.0
2013-10-25 09:00:00-05:00,3017,3000.0,3017.0
2013-10-25 09:30:00-05:00,3017,3000.0,3017.0
2013-10-25 10:00:00-05:00,8751,3217.6874562499997,8751.0
2013-10-25 10:30:00-05:00,8751,3211.5103729166663,8751.0
2013-10-25 11:00:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 11:30:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 12:00:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 12:30:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 13:00:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 13:30:00-05:00,8751,3146.6562249999997,8751.0
2013-10-25 14:00:00-05:00,8751,3183.3020541666665,8751.0
2013-10-25 14:30:00-05:00,8751,3189.8749624999996,8751.0
2013-10-25 15:00:00-05:00,8751,3177.7499624999996,8751.0
2013-10-25 15:30:00-05:00,8751,3122.1614197916665,8751.0
