,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,7839.301397205582,0.0,0.6144229522954088,7839.9158201578775,0.0
1,reduced overall ach,5386.706586826354,17.45508982035928,33.06372344331672,5437.22540009003,12614.124705356198
2,current operation sash reduced .2,8060.034930139712,0.0,0.0,8060.034930139712,0.0
3,reduced overall ach sash reduced .2,5335.20209580839,20.232035928143713,6.669701776713241,5362.103833513247,13008.51292988431
