,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm,description
0,5.302395209580839,7839.301397205582,3150.0,0.0,7839.301397205582,3840.783079565356,3737.8609696865797,181.71890628996036,3786.040229291958,7839.9158201578775,7843.29361437125,0.6144229522954088,3.992217165668659,current operation
1,5.461077844311378,5386.706586826354,3150.0,17.45508982035928,5404.161676646713,3845.50416863946,3737.8609696865797,180.783006293084,3788.3775894518444,5437.22540009003,5430.007191401153,33.06372344331672,25.845514754439115,reduced overall ach
2,5.395209580838324,8060.034930139712,3150.0,0.0,8060.034930139712,3566.554330305207,3737.8609696865797,204.66718662781113,3649.4390318027044,8060.034930139712,8070.643506611407,0.0,10.608576471697294,current operation sash reduced .2
3,5.389221556886228,5335.20209580839,3150.0,20.232035928143713,5355.434131736534,3567.150064801583,3737.8609696865797,206.5711505365921,3649.7682037528048,5362.103833513247,5382.627734542731,6.669701776713241,27.193602806197067,reduced overall ach sash reduced .2
