,per_hour_hood_data_count,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm
count,4796.0,4796.0,0.0,4796.0,4796.0,4796.0,1680.0,1686.0,1680.0,1686.0,4796.0,4796.0,4796.0,4796.0
mean,0.3502919099249375,0.44370308590492075,,175.0,0.0,175.0,335.96149584912456,235.14570674443146,72.35372293900757,285.33785695066433,231.38350980536484,196.14379932675357,56.383509805364824,21.14379932675379
std,0.47711104710242797,0.49687235195626056,,0.0,0.0,0.0,59.70330772510895,48.26712843271764,24.513514383755236,50.77891360571037,84.53301650677828,40.54011043560118,84.53301650677753,40.540110435599274
min,0.0,0.0,,175.0,0.0,175.0,201.76099113333333,203.41248,0.5349622387081805,204.70561556666667,175.0,175.0,0.0,0.0
25%,0.0,0.0,,175.0,0.0,175.0,301.4512620933334,207.65024000000003,60.44177387883293,254.85401244166667,175.0,175.0,0.0,0.0
50%,0.0,0.0,,175.0,0.0,175.0,335.4082483733333,214.00688,80.04642028042943,275.5840845733333,175.0,175.0,0.0,0.0
75%,1.0,1.0,,175.0,0.0,175.0,361.8645236266667,243.6712,89.88964243217123,300.27399104,309.98611522666664,209.76912,134.98611522666664,34.76911999999999
max,1.0,1.0,,175.0,0.0,175.0,523.91731392,629.30736,105.30089505725806,576.61233696,523.91731392,629.30736,348.91731391999997,454.30736
