,description,base lab cfm,hood inc cfm,sash driven cfm,lab total cfm,savings cad
0,current operation,303.4000000000066,0.0,16.04956063582316,289.4495606358295,0.0
1,reduced unoccupied ach,269.8709859154934,0.0,19.174445801647508,259.0454317171411,152.020644593442
2,reduced unoccupied face velocity,303.4000000000066,0.0,13.28129969053918,286.6812996905452,13.841304726421697
3,sash reduced 20%,303.4000000000066,0.0,8.33818536992207,281.7381853699277,38.55687632950918
4,sash reduced 50%,303.4000000000066,0.0,0.29371556769822665,273.6937155677031,78.77922534063202
5,"reduced ach, sash reduced 20%",270.0247887323945,0.0,10.19601648795504,250.2208052203493,196.14377707740118
6,"reduced ach, sash reduced 50%",271.2552112676061,0.0,0.8283910070868545,242.08360227469282,236.82979180568353
7,"all reduced (ach, face vel, sash 50%)",273.5622535211279,0.0,1.0799378314014085,244.6421913525288,224.03684641650358
