,percent_open,datastream_flow,occupancy,evacuation_cfm,datastream_and_calculated_cfm_std,datastream_and_calculated_cfm_mean
count,1681.0,1686.0,4796,1681.0,1681.0,1686.0
mean,29.68036848949429,225.91580528008396,0.43953294412010008,224.7452548322174,21.227108905263773,225.30580995112086
std,8.036220204583488,61.93432103196599,0.49638202050483748,55.5096276303411,17.47935701700673,55.47732894175686
min,18.934998999999998,200.58730666666665,False,175.0,0.02200825807080496,190.26567999999997
25%,25.219998999999998,207.65024,0.0,183.12,11.72903473798244,195.2155001097778
50%,27.9775,207.65024000000003,0.0,207.9522591253334,20.936125487522972,208.048211504
75%,33.049999,209.76912,1.0,246.9699490844444,24.585480527888613,228.133668036
max,74.40999599999999,629.30736,True,527.81490496,167.02258151423683,566.100549136
