,per_hour_hood_data_count,occupancy,min_lab_cfm,min_hood_cfm,min_additional_hood_cfm,min_possible_lab_cfm,calc_hood_cfm,stream_hood_cfm,stream_and_calc_hood_cfm_std,stream_and_calc_hood_cfm_mean,calc_total_lab_cfm,stream_total_lab_cfm,calc_excess_cfm,stream_excess_cfm,description
0,1.0,0.673469387755102,254.25,230.0,0.0,224.25,259.25038865840344,224.683891095234,24.524010547288473,241.96713987681943,259.25038865840344,239.85496751549496,35.00038865840323,15.604967515495089,current operation
1,1.0,0.6802721088435374,235.67913832199596,230.0,10.817460317460391,216.49659863945578,258.92554740437834,224.683891095234,24.298611549868504,241.80471924980682,258.92554740437834,234.89342009599244,42.42894876492248,18.396821456538134,reduced unoccupied ach
2,1.0,0.673469387755102,254.25,230.0,0.0,224.25,250.97216126198467,224.683891095234,21.163638752800324,237.82802617860946,250.97216126198467,239.85496751549496,26.72216126198468,15.604967515495089,reduced unoccupied face velocity
3,1.0,0.6884353741496598,254.25,230.0,0.0,224.25,247.96895982951511,224.683891095234,19.10755789565127,236.3264254623744,247.96895982951511,239.85496751549496,23.718959829515118,15.604967515495089,sash reduced 20%
4,1.0,0.6707482993197279,254.25,230.0,0.0,224.25,234.58986442057162,224.683891095234,21.890309606882813,229.63687775790285,234.58986442057162,239.85496751549496,10.339864420571695,15.604967515495089,sash reduced 50%
5,1.0,0.6768707482993197,235.48157596371948,230.0,10.932539682539756,216.4141156462585,247.98046386500582,224.683891095234,19.19811073877442,236.33217748011987,247.98046386500582,234.77659018669547,31.56634821874726,18.36247454043836,"reduced ach, sash reduced 20%"
6,1.0,0.6802721088435374,235.6791383219962,230.0,10.817460317460391,216.49659863945578,234.37319401118268,224.683891095234,22.043518722644244,229.52854255320838,234.37319401118268,234.7893865540425,17.876595371726896,18.29278791458803,"reduced ach, sash reduced 50%"
7,1.0,0.6904761904761905,236.2718253968261,230.0,10.472222222222289,216.74404761904762,234.49824473548733,224.683891095234,21.95509450749611,229.59106791536078,234.49824473548733,234.9430952025685,17.754197116439755,18.19904758352227,"all reduced (ach, face vel, sash 50%)"
