,hood,flow,open
count,199.0,199.0,199.0
mean,139033.0,98.20100502512562,27.996657482412107
std,0.0,14.08092767673168,3.1071605282748194
min,139033.0,90.0,23.564999
25%,139033.0,97.0,25.564999
50%,139033.0,97.0,25.564999
75%,139033.0,97.0,31.734999
max,139033.0,295.0,39.599998
