,hood,flow,open
count,930.0,930.0,927.0
mean,139261.0,106.23655913978494,32.68753941855452
std,0.0,28.90930766995524,5.15334173884922
min,139261.0,90.0,21.6
25%,139261.0,97.0,29.304997999999998
50%,139261.0,98.0,32.43
75%,139261.0,99.0,32.934998
max,139261.0,296.0,65.459999
