,hood,flow,open
count,1094.0,1094.0,1089.0
mean,22390.0,282.0347349177331,30.68843837557387
std,0.0,0.183191372064453,12.857932353927028
min,22390.0,282.0,2.4
25%,22390.0,282.0,22.65
50%,22390.0,282.0,34.035
75%,22390.0,282.0,44.014998999999996
max,22390.0,283.0,48.814999
