,hood,flow,open
count,913.0,913.0,906.0
mean,139249.0,143.80503833515883,40.47992721854304
std,0.0,19.249609725585202,9.919938944990124
min,139249.0,111.0,22.174999
25%,139249.0,130.0,30.889999
50%,139249.0,147.0,47.23
75%,139249.0,160.0,50.049999
max,139249.0,270.0,50.744999
