,hood,flow,open
count,1090.0,1090.0,1085.0
mean,22354.0,141.98532110091742,29.117556508755708
std,0.0,0.13472121202858017,12.862374500693553
min,22354.0,141.0,2.06
25%,22354.0,142.0,11.795
50%,22354.0,142.0,36.174999
75%,22354.0,142.0,38.739998
max,22354.0,143.0,39.009997999999996
