,hood,flow,open
count,448.0,448.0,445.0
mean,139003.0,120.79464285714286,37.784718662921335
std,0.0,37.821052431562514,10.203528130655668
min,139003.0,91.0,18.125
25%,139003.0,98.0,34.43
50%,139003.0,100.0,35.049999
75%,139003.0,114.0,38.41
max,139003.0,294.0,66.269997
