,hood,flow,open
count,904.0,904.0,900.0
mean,139244.0,101.47455752212389,31.976387680000233
std,0.0,14.081451668368684,5.204058312210127
min,139244.0,97.0,22.754998999999998
25%,139244.0,98.0,27.689999
50%,139244.0,98.0,32.934998
75%,139244.0,99.0,34.239998
max,139244.0,254.0,54.02
