,hood,flow,open
count,920.0,920.0,920.0
mean,139252.0,128.68478260869566,38.71471083695663
std,0.0,43.32769317192103,7.916958028941319
min,139252.0,89.0,30.889999
25%,139252.0,99.0,31.965
50%,139252.0,113.0,38.02
75%,139252.0,162.0,48.4049995
max,139252.0,300.0,55.904999
