,hood,flow,open
count,872.0,872.0,867.0
mean,139232.0,136.76261467889907,21.19658571395611
std,0.0,57.052716586058025,20.130064298868287
min,139232.0,97.0,1.465
25%,139232.0,98.0,8.747499999999999
50%,139232.0,100.0,13.895
75%,139232.0,145.0,23.119999
max,139232.0,296.0,91.93
