,hood,flow,open
count,544.0,544.0,538.0
mean,139049.0,106.3216911764706,19.872276665427474
std,0.0,34.15458046241752,9.034665943737386
min,139049.0,98.0,17.01
25%,139049.0,98.0,17.125
50%,139049.0,99.0,17.24
75%,139049.0,99.0,17.315001000000002
max,139049.0,294.0,58.375
