,hood,flow,open
count,198.0,198.0,198.0
mean,139015.0,99.17676767676768,22.154015020202035
std,0.0,3.6696125822935683,2.717653239295312
min,139015.0,97.0,19.945
25%,139015.0,98.0,19.975
50%,139015.0,98.0,21.48
75%,139015.0,98.0,21.58125
max,139015.0,117.0,28.504998999999998
