,hood,flow,open
count,197.0,197.0,197.0
mean,139019.0,98.93401015228426,24.612969248730945
std,0.0,14.139635659794553,3.284904479268402
min,139019.0,97.0,20.059998999999998
25%,139019.0,97.0,22.105
50%,139019.0,98.0,25.84
75%,139019.0,99.0,26.49
max,139019.0,296.0,58.869999
