,hood,flow,open
count,957.0,957.0,949.0
mean,139276.0,119.57471264367815,20.849904801896738
std,0.0,49.73597558941134,19.474460454514155
min,139276.0,83.0,0.2
25%,139276.0,84.0,2.91
50%,139276.0,93.0,20.445
75%,139276.0,134.0,30.775
max,139276.0,256.0,76.900002
