,hood,flow,open
count,1078.0,1078.0,1071.0
mean,22348.0,283.88589981447126,14.397973188608823
std,0.0,0.32672039785141704,5.974815167917163
min,22348.0,283.0,1.95
25%,22348.0,284.0,17.199999
50%,22348.0,284.0,17.254998999999998
75%,22348.0,284.0,17.254998999999998
max,22348.0,285.0,17.455
