,hood,flow,open
count,196.0,196.0,196.0
mean,139204.0,175.28571428571428,51.04252399999999
std,0.0,35.161021542290776,9.678865380205833
min,139204.0,98.0,21.25
25%,139204.0,177.0,54.164997
50%,139204.0,178.0,54.164997
75%,139204.0,178.0,54.25
max,139204.0,298.0,54.25
