,hood,flow,open
count,191.0,191.0,191.0
mean,139026.0,85.4869109947644,25.13879492146604
std,0.0,5.010366767479943,3.3165676829775785
min,139026.0,83.0,21.904999
25%,139026.0,85.0,22.564999
50%,139026.0,85.0,25.42
75%,139026.0,85.0,26.724998
max,139026.0,140.0,39.450001
