,hood,flow,open
count,192.0,192.0,191.0
mean,139031.0,99.85416666666667,33.31478938219899
std,0.0,40.527795171966524,7.45767623202924
min,139031.0,83.0,25.535
25%,139031.0,83.0,25.68
50%,139031.0,85.0,33.934998
75%,139031.0,85.0,33.934998
max,139031.0,254.0,58.68
