,hood,flow,open
count,1078.0,1078.0,1072.0
mean,22391.0,282.3812615955473,34.69363688526152
std,0.0,0.5119749698529907,0.3320829073055239
min,22391.0,281.0,34.235001000000004
25%,22391.0,282.0,34.434998
50%,22391.0,282.0,34.434998
75%,22391.0,283.0,35.035
max,22391.0,283.0,35.559998
