,hood,flow,open
count,549.0,549.0,545.0
mean,139008.0,90.57377049180327,35.46844869908252
std,0.0,17.95148888235223,4.329971923118379
min,139008.0,84.0,19.555
25%,139008.0,85.0,32.469997
50%,139008.0,85.0,35.209998999999996
75%,139008.0,86.0,37.134997999999996
max,139008.0,215.0,49.039997
