,hood,flow,open
count,190.0,190.0,190.0
mean,139027.0,126.23157894736842,35.93218351578945
std,0.0,59.348036814070014,14.1669371923208
min,139027.0,97.0,22.83
25%,139027.0,98.0,23.25
50%,139027.0,99.0,36.744999
75%,139027.0,109.0,36.785
max,139027.0,296.0,76.184998
