,hood,flow,open
count,930.0,930.0,924.0
mean,139256.0,119.27956989247312,28.29548628896106
std,0.0,56.580846183317114,10.940725609288993
min,139256.0,97.0,17.705
25%,139256.0,98.0,21.869999
50%,139256.0,99.0,23.914998999999998
75%,139256.0,99.0,27.23
max,139256.0,336.0,73.220001
