,hood,flow,open
count,953.0,953.0,948.0
mean,22360.0,566.2203567681007,59.29836850210976
std,0.0,0.45573502213592504,8.36118664342836
min,22360.0,565.0,3.47
25%,22360.0,566.0,61.524998
50%,22360.0,566.0,61.724998
75%,22360.0,566.0,61.724998
max,22360.0,569.0,84.63499499999999
