,hood,flow,open
count,557.0,557.0,552.0
mean,139050.0,99.1867145421903,18.560235405797137
std,0.0,5.182042472457491,4.902619528646718
min,139050.0,97.0,16.889999
25%,139050.0,98.0,17.125
50%,139050.0,98.0,17.125
75%,139050.0,98.0,17.209999
max,139050.0,152.0,37.134997999999996
