,hood,flow,open
count,1072.0,1072.0,1068.0
mean,22256.0,171.357276119403,70.36491010393169
std,0.0,14.32274911298038,2.8524152921384367
min,22256.0,160.0,69.400002
25%,22256.0,169.0,69.514999
50%,22256.0,169.5,69.514999
75%,22256.0,170.0,69.514999
max,22256.0,283.0,79.924995
